Epoch, Train Generator Loss, Val Generator Loss, Train Discriminator X Loss, Val Discriminator X Loss, Train Discriminator Y Loss, Val Discriminator Y Loss
104, 11.8911, 11.7526,0.2974, 0.3207,0.4942, 0.5177
105, 11.6484, 11.2129,0.3053, 0.3138,0.4978, 0.4837
106, 11.7957, 12.7900,0.2983, 0.2835,0.5005, 0.4731
107, 11.7412, 11.0597,0.3026, 0.2777,0.4937, 0.4969
108, 11.7852, 11.8744,0.3016, 0.2556,0.4952, 0.4801
109, 11.7043, 11.4269,0.3096, 0.3400,0.4938, 0.5032
110, 11.7325, 11.5616,0.2990, 0.2902,0.4974, 0.5193
111, 11.7435, 11.6851,0.3061, 0.2930,0.4923, 0.4631
112, 11.5467, 11.6426,0.3025, 0.2657,0.4989, 0.5564
113, 11.8022, 11.7731,0.2902, 0.2834,0.4918, 0.4750
114, 11.5677, 12.0377,0.2999, 0.2895,0.4960, 0.5811
115, 11.8656, 12.1483,0.2881, 0.2691,0.4944, 0.5331
116, 11.7916, 11.7473,0.2870, 0.2566,0.4922, 0.5369
117, 11.7930, 11.3341,0.2903, 0.2923,0.5002, 0.5055
118, 11.6283, 11.8758,0.2958, 0.2934,0.4900, 0.4781
119, 11.6131, 11.0496,0.3024, 0.2896,0.4948, 0.5287
120, 11.7138, 11.7599,0.2900, 0.3016,0.4940, 0.4979
121, 11.6764, 12.4309,0.2849, 0.2509,0.4928, 0.4471
122, 11.5547, 12.0398,0.2903, 0.3021,0.4939, 0.5161
123, 11.5769, 11.6909,0.2858, 0.3054,0.4905, 0.5216
124, 11.4107, 11.0863,0.3070, 0.2956,0.4896, 0.4828
125, 11.5406, 11.5500,0.2959, 0.2888,0.4925, 0.4919
126, 11.5695, 11.7412,0.2970, 0.2561,0.4902, 0.4717
127, 11.6590, 11.6356,0.2904, 0.2788,0.4929, 0.4922
128, 11.6361, 12.0746,0.2859, 0.2897,0.4875, 0.5205
129, 11.5050, 11.7800,0.2954, 0.2630,0.4928, 0.4787
130, 11.5782, 12.2144,0.2880, 0.3154,0.4912, 0.5494
131, 11.4217, 11.9534,0.2968, 0.2835,0.4954, 0.4491
132, 11.5416, 11.9156,0.2882, 0.3143,0.4881, 0.4810
133, 11.5741, 12.4726,0.2886, 0.2784,0.4896, 0.5568
134, 11.6857, 12.0264,0.2850, 0.2367,0.4929, 0.5248
135, 11.2916, 11.8481,0.2981, 0.2473,0.4892, 0.4858
136, 11.6551, 11.5912,0.2808, 0.2734,0.4904, 0.5305
137, 11.6492, 11.7166,0.2839, 0.3096,0.4901, 0.5076
138, 11.4757, 11.6743,0.2865, 0.2807,0.4881, 0.5068
139, 11.3982, 12.1657,0.2958, 0.2709,0.4892, 0.5059
140, 11.5083, 12.1619,0.2817, 0.2736,0.4941, 0.5469
141, 11.4487, 12.2101,0.2835, 0.2794,0.4907, 0.4958
142, 11.4430, 11.4981,0.2798, 0.2755,0.4902, 0.5652
143, 11.3450, 11.8492,0.2882, 0.2667,0.4943, 0.5024
144, 11.3366, 11.7564,0.2877, 0.2718,0.4879, 0.4981
145, 11.2133, 11.5931,0.2986, 0.2722,0.4867, 0.5126
146, 11.5248, 11.3850,0.2883, 0.2615,0.4856, 0.5174
147, 11.4024, 11.3461,0.2779, 0.2856,0.4921, 0.5369
148, 11.3692, 12.4903,0.2834, 0.2581,0.4866, 0.5110
149, 11.3634, 12.3386,0.2833, 0.2621,0.4944, 0.4983
150, 11.3788, 11.7375,0.2868, 0.3168,0.4885, 0.4973
151, 11.2012, 11.6077,0.2914, 0.2708,0.4954, 0.5095
152, 11.2312, 13.1015,0.2896, 0.2879,0.4920, 0.5136
153, 11.3307, 12.3025,0.2818, 0.2895,0.4955, 0.4980
154, 11.4102, 12.0332,0.2836, 0.2771,0.4836, 0.5138
155, 11.2385, 11.3167,0.2882, 0.2907,0.4906, 0.4909
156, 11.5511, 12.2405,0.2738, 0.2701,0.4853, 0.4997
157, 11.1010, 12.2999,0.2889, 0.2849,0.4921, 0.5111
158, 11.2887, 12.6209,0.2903, 0.2600,0.4907, 0.5066
159, 11.4224, 12.0919,0.2742, 0.2782,0.4880, 0.5179
160, 11.2875, 11.4511,0.2920, 0.2682,0.4886, 0.5024
161, 11.1137, 12.2036,0.3000, 0.2657,0.4865, 0.4922
162, 11.3990, 11.4871,0.2768, 0.2927,0.4842, 0.5518
163, 11.3255, 11.3432,0.2801, 0.2725,0.4892, 0.4866
164, 11.1434, 11.7106,0.2915, 0.2375,0.4884, 0.4868
165, 11.2865, 11.3787,0.2861, 0.2948,0.4854, 0.5310
166, 11.3016, 11.1945,0.2738, 0.2766,0.4883, 0.5040
167, 11.2835, 12.1611,0.2769, 0.2649,0.4881, 0.5073
168, 11.4033, 11.6885,0.2691, 0.2743,0.4855, 0.5131
169, 11.1967, 12.3558,0.2770, 0.2638,0.4872, 0.5119
170, 11.0621, 11.9759,0.2888, 0.2570,0.4910, 0.4941
171, 11.1871, 11.8787,0.2853, 0.2863,0.4850, 0.5464
172, 11.0637, 11.9035,0.2867, 0.2777,0.4865, 0.5195
173, 11.3010, 12.1361,0.2800, 0.2581,0.4922, 0.5138
174, 11.1101, 12.1612,0.2841, 0.2538,0.4856, 0.5038
175, 11.0174, 11.8826,0.2901, 0.2680,0.4874, 0.5227
176, 11.0839, 12.7885,0.2860, 0.2614,0.4899, 0.5145
177, 11.0852, 11.8102,0.2902, 0.2536,0.4903, 0.5074
178, 10.9871, 12.0220,0.2855, 0.2379,0.4862, 0.4947
179, 11.0043, 12.0224,0.2915, 0.2856,0.4848, 0.4999
180, 11.0668, 12.6967,0.2758, 0.2777,0.4913, 0.5038
181, 11.2786, 12.2930,0.2718, 0.2788,0.4853, 0.5024
182, 11.1465, 12.3039,0.2790, 0.2463,0.4852, 0.5122
183, 11.0402, 12.7311,0.2897, 0.2769,0.4861, 0.4969
184, 11.0871, 12.6678,0.2821, 0.2571,0.4858, 0.4970
185, 11.2793, 12.3695,0.2691, 0.2851,0.4883, 0.5089
186, 11.1315, 12.1305,0.2802, 0.2652,0.4842, 0.5165
187, 11.0208, 11.5523,0.2751, 0.2722,0.4896, 0.4829
188, 11.0742, 11.6772,0.2865, 0.2831,0.4840, 0.4837
189, 11.0773, 11.9887,0.2848, 0.2505,0.4863, 0.4750
190, 11.1215, 12.0105,0.2810, 0.2577,0.4852, 0.5049
191, 11.1105, 12.5147,0.2905, 0.2420,0.4850, 0.4965
192, 11.0748, 12.6518,0.2697, 0.2915,0.4849, 0.4918
193, 11.1106, 12.1103,0.2670, 0.2943,0.4899, 0.5018
194, 11.1872, 12.1982,0.2706, 0.2746,0.4807, 0.4914
195, 11.2027, 12.2982,0.2750, 0.2305,0.4803, 0.4922
196, 11.0069, 12.7310,0.2675, 0.2689,0.4830, 0.4971
197, 11.0388, 11.8490,0.2730, 0.2735,0.4816, 0.4965
198, 10.9280, 13.0125,0.2780, 0.2743,0.4830, 0.4950
199, 11.0038, 12.3758,0.2848, 0.2595,0.4799, 0.4837
200, 10.9877, 12.3119,0.2770, 0.2692,0.4814, 0.4957
